"","estado","iniciado","completo","tempo","termo","idade","sexo","escolaridade","estadocivil","estadocivil.outros","formacao","ocupacao","ocupacao.outra","nomeservico","tempodeservico","religiao","religiao.outra","contatoanterior","lidadiretamente","lida.onde","lida.outros","motivocurso","motivo.outros","materialdidatico","prazoatividades","interacaopares","organizacaocurso","import.ajud.tutor","autoavaliacao","part.outrocurso","pp001","pp002","pp003","pp004","pp005","pp006","pp007","pp008","pp009","pp010","pp011","pp012","pp013","pp014","pp015","pp016","pp017","pp018","pp019","pp020","pp021","pp022","pp023","pp024","pp025","pp026","pp027","pp028","pp029","pp030","pp031","pp032","pp033","pp034","pp035","pp036","pp037"
"49","Finalizadas","4 junho 2014  15:36","4 junho 2014  15:53","16 minutos 1 segundo","Sim","38","Masculino","Ensino Superior Completo","Solteiro (a)",NA,"Licenciatura Plena em Matemática","Professor (a)",NA,"Escola Municipal Novo Tempo - Prefeitura Municipal de Timóteo","7","Evangélica",NA,"Sim","Sim","Comunidade","b","Identificação profissional com o tema","g","Muito adequado","Pouco flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","2","4","5","5","4","5","4","2","5","5","4","4","4","3","4","4","5","2","4","5","4","4","5","3","4","2","3","2","4","5","4","4","1","1","2","1","3"
"50","Finalizadas","4 junho 2014  15:37","7 junho 2014  19:25","3 dias 3 horas","Sim","41","Feminino","Ensino Superior Completo","Casado (a)","Não há","Ciências Biológicas","Professor (a)","não há","não ha","17","Católica","não há","Não","Não","Outros","não há","Para aquisição de conhecimento na área","não há","Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","3","4","4","4","3","4","4","3","2","3","3","2","3","2","3","3","4","4","3","3","2","2","3","2","3","2","3","2","3","4","3","3","3","2","2","2","4"
"51","Finalizadas","4 junho 2014  15:39","4 junho 2014  16:48","1 hora 9 minutos","Sim","49","Masculino","Pós-graduação","Casado (a)","Nenhum","GEOGRAFIA e ESTUDOS SOCIAIS","Professor (a)","Apenas Professor","Apenas Professor","20","Católica","xxx","Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","4","4","4","5","5","5","5","2","3","3","4","2","3","2","2","3","5","3","3","4","3","2","5","1","3","3","2","1","3","5","3","3","3","3","3","3","4"
"52","Finalizadas","4 junho 2014  15:39","4 junho 2014  15:57","17 minutos 50 segundos","Sim","53","Feminino","Pós-graduação","Divorciado (a)","Sou divorciada","LETRAS - PORTUGUÊS - Especialização em Linguística","Professor (a)","apenas professora","Professora de Educação Básica","20","Católica","Sou católica","Sim","Sim","Outros","Fazenda da Esperança, em Guarará","Por ser uma oportunidade de formação continuada","Para adquirir mais conhecimentos que ajudem na minha prática.","Muito adequado","Muito flexível","Importante","Muito organizado","Sempre","Sim, considero","Não","1","5","5","5","5","5","5","1","1","5","5","5","5","4","4","3","5","1","5","5","5","3","5","1","1","2","4","1","5","4","5","5","1","1","2","2","5"
"53","Em progresso","4 junho 2014  15:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Finalizadas","4 junho 2014  15:41","4 junho 2014  15:59","18 minutos 27 segundos","Sim","50","Feminino","Pós-graduação","Casado (a)","não se aplica","Matemática,  Física e desenho geométrico  (integrada)","Professor (a)","não se aplica, ou melhor sou educadora.","PEB II A","15","Evangélica","So evangélica - Presbiteriana","Sim","Não","Outros","meu pai era usuário, mas já faleceu.","Para aquisição de conhecimento na área","opção c, para ajudar mais na prevenção de meus alunos.","Muito adequado","Pouco flexível","Importante","Muito organizado","Sempre","Sim, considero","Sim","1","5","5","5","5","5","5","2","3","5","4","4","4","3","5","3","5","1","4","4","4","4","5","2","1","2","5","1","5","5","5","5","2","2","2","1","5"
"55","Finalizadas","4 junho 2014  15:43","9 junho 2014  15:57","5 dias","Sim","40","Feminino","Pós-graduação","Casado (a)",NA,"Matemática e Física/ Normal Superior","Professor (a)",NA,"Professora EJA e no município 9 ºano","18 anos","Católica",NA,"Sim","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","2","4","4","4","4","4","4","2","3","4","4","4","4","3","3","3","3","2","4","4","4","3","4","2","2","2","4","2","4","4","4","4","2","2","2","2","4"
"56","Finalizadas","4 junho 2014  15:45","4 junho 2014  15:59","14 minutos 47 segundos","Sim","38","Feminino","Pós-graduação","Casado (a)",NA,"Normal Sperior/ Pós em gestão Escolar, Supervisão Escolar e Educação Infantil","Diretor (a)",NA,NA,"10","Católica",NA,"Não","Não",NA,NA,"Identificação profissional com o tema",NA,"Adequado","Flexível","Importante","Organizado","Às vezes","Sim, considero","Não","2","1","5","5","5","5","5","1","2","5","4","5","4","2",NA,"4","5","1","2","5","4","4","5","1","1","2","4","5","5","2","4","4","2","1","3","3","2"
"57","Finalizadas","4 junho 2014  15:45","8 junho 2014  12:18","3 dias 20 horas","Sim","35","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Licenciatura em Matemática","Professor (a)",NA,"professora de matemática","3","Sem religião",NA,"Não","Sim","Comunidade",NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Muito importante","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais","Sim","3","4","5","4","4","4","4","3","3","4","4","3","4","3","3","2","4","3","4","4","4","2","4","2","2","3","3","2","4","3","3","3","2","2","3","3","4"
"58","Finalizadas","4 junho 2014  15:45","4 junho 2014  16:02","16 minutos 41 segundos","Sim","49","Feminino","Pós-graduação","Casado (a)","não possuo outro","pós graduação completa","Professor (a)","apoio","professora","12","Evangélica","a mesma citada","Não","Não","Outros","vizinhos","Identificação profissional com o tema","poder orientar alunos e familiares","Muito adequado","Pouco flexível","Muito importante","Organizado","Sempre","Sim, considero","Sim","1","4","5","4","4","5","5","3","2","4","3","4","4","2","4","4","5","2","4","4","4","4","5","1","2","2","3","1","4","3","3","2","2","1","2","3","5"
"59","Finalizadas","4 junho 2014  15:46","4 junho 2014  16:10","23 minutos 33 segundos","Sim","43","Feminino","Ensino Superior Incompleto","Casado (a)",NA,"CURSO LETRAS PORTUGUÊS","Outros","AGENTE ADMINISTRATIVO DE ENSINO","AGENTE ADMINISTRATIVO","10 ANOS","Espírita",NA,"Não","Sim","Comunidade",NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Pouco importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","2","4","4","4","3","4","4","3","1","3","4","3","3","1","4","4","4","2","4","4","3","4","4","1","2","3","3","2","4","4","4","3","3","2","3","3","4"
"60","Finalizadas","4 junho 2014  15:46","4 junho 2014  15:58","11 minutos 58 segundos","Sim","27 ANOS","Feminino","Ensino Superior Completo","Outros","AMASIADA","NORMAL SUPERIOR","Professor (a)",NA,"ESCOLA ESTADUAL PROFESSOR JOSÉ VICENTE","5 ANOS","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","2","5","4","5","2","4","4","2","4","5","4","3","4","3","4","4","5","1","4","4","3","5","5","1","2","3","3","1","3","4","4","3","2","1","1","2","5"
"61","Finalizadas","4 junho 2014  15:47","4 junho 2014  16:23","35 minutos 8 segundos","Sim","47","Feminino","Pós-graduação","Casado (a)","casada","Pedagogia - Pós-Graduada em Supervisão Escolar","Diretor (a)","Diretora","Especialista da Educação Básica - atuando na função de Diretor","13","Católica","Catolica","Não","Sim","Escola","Escola","Para aquisição de conhecimento na área","Aquisição de conhecimento na area","Muito adequado","Flexível","Importante","Muito organizado","Sempre","Não, não considero","Não","2","4","4","4","4","4","4","4","2","4","4","4","4","2","4","4","4","2","2","4","4","2","4","2","2","2","4","1","4","4","4","4","2","2","3","2","4"
"62","Finalizadas","4 junho 2014  15:51","8 junho 2014  09:02","3 dias 17 horas","Sim","34 anos","Feminino","Ensino Superior Completo","Casado (a)",NA,"Normal Superior","Professor (a)",NA,NA,"9 anos","Católica",NA,"Sim","Sim","Família",NA,"Por ser uma oportunidade de formação continuada",NA,"Muito adequado","Flexível","Importante","Organizado","Às vezes","Sim, considero","Sim","1","5","5","5","2","5","5","2","2","4","2","4","5","3","4","4","5","5","4","4","4","2","4","2","1","3","2","1","4","4","4","4","1","2","4","3","5"
"63","Finalizadas","4 junho 2014  15:54","4 junho 2014  21:06","5 horas 12 minutos","Sim","52","Feminino","Ensino Superior Completo","Casado (a)","sou casada","Letras e Pedagogia","Professor (a)","Em processo de aposentadoria","professora dos anos iniciais","27 anos","Católica","sou católica","Não","Não","Comunidade","só comunidade","Por ser uma oportunidade de formação continuada","não","Adequado","Flexível","Importante","Organizado","Às vezes","Sim, considero","Não","2","4","4","4","4","4","5","2","2","4","4","4","4","3","4","4","4","2","3","4","4","4","4","2","2","2","3","2","4","4","4","4","2","2","4","2","4"
"64","Finalizadas","4 junho 2014  15:54","4 junho 2014  16:13","18 minutos 27 segundos","Sim","36","Feminino","Ensino Superior Incompleto","Casado (a)",NA,"Curso Superior em andamento ( Pedagogia )","Professor (a)",NA,"Professora do 2º ano do Ensino Fundamental","10","Evangélica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Não, não considero","Sim","2","5","5","5","4","5","4","3","2","3","3","4","5","2","3","3","4","2","4","5","4","5","5","1","1","2","3","1","4","4","4","4","2","3","2","3","5"
"65","Finalizadas","4 junho 2014  15:58","4 junho 2014  16:17","18 minutos 52 segundos","Sim","25","Feminino","Pós-graduação","Casado (a)","casada","pós-graduação - Língua Inglesa","Professor (a)","nenhuma outra","Professora Língua Inglesa","4","Católica","nenhuma outra","Não","Sim","Serviços de atuação","nenhum outro","Por ser uma oportunidade de formação continuada","nenhum outro","Muito adequado","Muito flexível","Importante","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais","Não","3","4","4","5","2","5","3","1","2","4","3","3","3","2","3","3","4","2","4","3","3","2","3","3","3","2","3","2","3","3","3","3","3","2","4","3","4"
"66","Finalizadas","4 junho 2014  15:58","4 junho 2014  16:07","8 minutos 13 segundos","Sim","47","Masculino","Pós-graduação","Casado (a)",NA,"Professor de Geografia","Professor (a)",NA,NA,"23","Católica",NA,"Não","Sim","Escola",NA,"Por ser uma oportunidade de formação continuada",NA,"Adequado","Pouco flexível","Importante","Muito organizado","Sempre","Sim, considero","Não","2","4","4","4","4","4","4","1","2","4","2","4","2","2","2","3","4","2","3","2","2","2","4","1","1","2","2","2","3","2","2","3","3","2","4","4","4"
"67","Finalizadas","4 junho 2014  15:59","4 junho 2014  16:11","11 minutos 43 segundos","Sim","38","Feminino","Pós-graduação","União Estável",NA,"Licenciada em Computação pela UnB - Bsb/DF, com Especialização em Gestão, Supervisão e orientação Educacional pelas Faculdades JK - Bsb/DF, e em Sexualidade Humana pelo ISOF - Bsb/DF","Professor (a)",NA,"Atualmente estou como coordenadora do Projeto ""Um Computador por Aluno - UCA""","18","Sem religião",NA,"Sim","Não",NA,NA,"Identificação profissional com o tema",NA,"Muito adequado","Flexível","Importante","Organizado","Raramente","Sim, considero","Não","1","5","5","5","5","5","5","1","1","4","2","4","4","3","2","4","5","1","5","4","4","2","4","1","1","2","2","1","4","4","2","2","2","1","2","2","5"
"68","Finalizadas","4 junho 2014  16:01","4 junho 2014  16:24","22 minutos 53 segundos","Sim","30","Feminino","Pós-graduação","Solteiro (a)","solteira","Graduação em Normal Superior e pós graduação em Supervisão Escolar","Professor (a)","regente de turma","Centro Municipal de Educação Infantil Sinhá Natico-regente de turma","3","Evangélica","evangelica","Não","Sim","Comunidade","comunidade","Por ser uma oportunidade de formação continuada","boa oportunidade","Muito adequado","Pouco flexível","Importante","Muito organizado","Sempre","Sim, considero","Sim","2","5","5","5","5","5","5","1","2","4","2","2","5","3","3","3","5","2","3","5","3","4","5","1","1","2","3","1","4","4","3","4","2","1","2","2","5"
"69","Finalizadas","4 junho 2014  16:04","4 junho 2014  16:15","10 minutos 56 segundos","Sim","37 anos","Masculino","Pós-graduação","Solteiro (a)",NA,"Professor pós - graduado Letras e Pedagogia","Professor (a)",NA,"Escola Estadual Dom João VI","10 a 15 anos de Estado","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","2","4","4","4","4","4","4","2","2","4","4","3","4","4","4","3","4","2","3","4","4","4","4","2","2","3","3","2","4","4","4","3","2","2","3","3","4"
"70","Finalizadas","4 junho 2014  16:04","4 junho 2014  16:19","14 minutos 14 segundos","Sim","45","Feminino","Ensino Superior Completo","Casado (a)","casada","ensino superior","Professor (a)","Secretaria","Secretaria Escolar","26","Evangélica",NA,"Não","Sim","Outros","vizinho","Para aquisição de conhecimento na área",NA,"Adequado","Pouco flexível","Importante","Desorganizado","Raramente","Sim, considero, porém, poderia estar me esforçando mais","Sim","3","3","5","4","4","4","4","2","2","5","5","3","4","3","3","3","4","1","3","3","3","3","5","2","2","3","3","1","4","5","5","5","1","1","1","1","5"
"71","Finalizadas","4 junho 2014  16:06","4 junho 2014  16:23","17 minutos 31 segundos","Sim","40 anos","Feminino","Ensino Superior Completo","Casado (a)",NA,"Ciencias Biológicas","Professor (a)","Tutora","E.E.Chico Mendes","7 anos","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Sim","2","4","5","5","4","4","4","2","2","5","4","4","4","2","3","3","4","2","3","4","4","3","4","3","3","4","4","2","4","4","4","3","2","2","1","2","5"
"72","Finalizadas","4 junho 2014  16:10","4 junho 2014  16:31","21 minutos 48 segundos","Sim","40","Feminino","Pós-graduação","Casado (a)",NA,"Língua Portuguesa e Normal Superior","Professor (a)",NA,"Professora","9","Católica",NA,"Sim","Sim","Família","Álcool","Por ser uma oportunidade de formação continuada","Aquisição de conhecimento na área/ ser gratuito e ser à distancia.","Adequado","Pouco flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","1","5","5","5","5","5","5","1","2","5","5","4","5","2","4","3","5","2","4","4","4","4","4","1","1","1","4","1","4","4","4","4","2","1","2","2","4"
"73","Finalizadas","4 junho 2014  16:13","4 junho 2014  16:40","27 minutos 4 segundos","Sim","33","Masculino","Ensino Superior Completo","Casado (a)",NA,"Graduação História","Professor (a)","Monitor de Informática (técnico)","Professor","5","Católica",NA,"Não","Sim","Escola","Família","Para aquisição de conhecimento na área","Pelo fato dos meus alunos estarem envolvidos diretamente com o consumo de drogas","Muito adequado","Pouco flexível","Importante","Muito organizado","Sempre","Sim, considero","Não","1","5","5","5","4","5","5","1","2","4","2","4","5","4","5","2","5","5","4","2","3","1","4","1","2","3","4","1","5","4","4","3","3","1","3","2","5"
"74","Finalizadas","4 junho 2014  16:13","4 junho 2014  17:31","1 hora 17 minutos","Sim","28","Feminino","Pós-graduação","Casado (a)",NA,"Assistente Social","Outros","Coordenadora de Ações Inclusivas",NA,"3","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","2","4","4","4","4","4","4","2","2","4","3","4","4","3","4","4","4","2","4","3","4","4","4","2","2","3","3","2","3","3","4","4","2","2","2","4","4"
"75","Finalizadas","4 junho 2014  16:16","4 junho 2014  16:24","8 minutos 7 segundos","Sim","50","Feminino","Pós-graduação","Casado (a)",NA,"Pedagogia","Supervisor (a)",NA,"Coordenação pedagógica","28","Católica",NA,"Não","Não",NA,NA,"Por ser uma oportunidade de formação continuada",NA,"Muito adequado","Flexível","Pouco importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","2","5","4","5","5","5","5","2","1","3","3","2","4","1","2","4","5","1","1","4","3","1","4","2","2","2","2","2","4","4","2","2","2","2","4","4","5"
"76","Finalizadas","4 junho 2014  16:17","4 junho 2014  16:28","11 minutos 15 segundos","Sim","35","Feminino","Pós-graduação","União Estável",NA,"Pedagogia, com 03 especializações (pos).","Professor (a)",NA,"Professora (series iniciais)","14 anos","Católica",NA,"Sim","Sim","Família",NA,"Outros","Adquirir conhecimento, ser a distancia, gratuito e vinculado a uma Universidade.","Adequado","Pouco flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","3","4","4","4","4","5","5","3","2","3","3","3","4","2","3","2","4","3","3","3","3","3","5","3","2","2","1","2","3","2","3","3","3","2","3","3","4"
"77","Finalizadas","4 junho 2014  16:22","4 junho 2014  17:03","41 minutos 22 segundos","Sim","54","Feminino","Pós-graduação","Viúvo (a)","viúva","Psicopedagoga","Supervisor (a)","Professora","E.E.N.S.Aparecida","25","Católica","CATÓLICA","Sim","Sim","Amigos","NÃO DIRETAMENTE MAS TENHO AMIGO QUE PROCURO AJUDAR","Para aquisição de conhecimento na área","Já que trabalho como supervisora nada melhor ter um conhecimento mais amplo","Adequado","Pouco flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","1","4","3","4","3","4","4","2","3","4","4","3","3","3","3","4","4","4","4","3","4","4","4","4","3","3","3","3","4","4","3","4","3","3","2","2","4"
